번호,기업명,고객 세그먼트,점수,가치제안,점수,마케팅 채널,점수,고객관계,점수,수익원,점수,핵심활동,점수,핵심자원,점수,핵심파트너,점수,비용구조,점수
487,㈜덱스퀘어,"1군건설사 : 아파트 내부 및 공동시설, 프로젝트 적용
일반고객사 : 리모델링, 신규설치를 위한 주부, 신호부부 등
상품제조사 “ 천정재, 패널제조사 외",C,"일반고객이 접근하기 어려웠던 철강사업에 일반수요가들이 쉽게 다가설 수 있도록 디자인을 한 철강제품을 개발, 제조하여 전국의 고객에게 공급
뛰어난 기능성의 디자인 제품 생산
기존의 마감재 대비 대체할 수 있도록 다양한 선택권 제시",C,"기존 인맥에 의한 영업
전국의 전시장 운용
전시장을 통한 홍보로 구매희망자에게 영업
공공조달을 통한 관공서 영업",C,"시장조사를 통한 고객 니즈에 따라 신규아이템 개발
1인수요자을 위한 디자인 및 최적화된 솔루션 제공
인지도 있는 수요자 납기를 통한 높은 신뢰도 형성",E,"철강 상품 제조상에 월간 판매 수익
계약을 통한 납기금액 수령
스팩 영업을 통한 공사대금 수령
제품 판매 수익",C,"원자재 및 제조과정에 대한 이해로 고객 니즈에 맞춘 토탈 솔루션 제공
건설사 및 제조사의 판매 구조 및 유통과정에 대한 이해 및 접근
여러 시장에 대한 인맥으로 영업 및 시장조사 필수
제조업기반 프로그램을 운용하고 기술 영업
신규아이템 개발을 위한 재산권 및 특허 기술 보유",C,"강판 제조 업력 10년 이상의 경력 기술자
제조업 기반의 기술영업 인력
재산권 및 특허권
우수한 생산설비 및 기술자",B,"건설사 상품개발팀, 주택사업팀, 실내건축팀
금속시공 협력 업체 및 금속 상품 제조회사
리모델링을 원하는 일반고객사",D,"공장 및 신규라인 설치비
공장부지 및 설비 선투자에 따라 금융비용
원재료비, 인건비, 부자재비
영업비, 광고선전비, 설비 유지비용",D
488,㈜나노에이스,"반도체 테스트 핸들러를 포함한 반도체 및 FA 관련 설비의 개발, 제조, 판매, 서비스
코스닥 상장회사
주요고객_50% 이상 매출비중 : Micron Semiconductor Co.,Ltd, Sk Hynix Inc",C,"지속가능 혁신 기업으로서 지속적인 이윤 창출 추구
4대 핵심가치 “고객행복”,”사원행복”,”인재경영”,”사회공헌” 실현을 위한 전략을 성실히 수행
“기본을 기초로 기적을 만드는 기업”이라는 모토 아래 “모든 사원이 행복한 기업”을 만들겠다는 미션을 가지고 있습니다.",C,자체 영업조직에서 개별영업,D,"고객의 요청에 따른 납기 100%, 품질 0%를 달성하기 위한 공정 개선
자공정 완결을 통한 낭비제거
기본을 지키기 위한 표준화",E,"반도체 검사장비인 테스트 핸들러에 들어가는 소모품 제조 및 판매
메모리 부분
 Cok : 테스트 핸들러에서 반도체 Device를 검사하기 위해 구성된 Kit 형태의 구성품
 Insert : 메모리 Test Handler 장비 내에서 Device를 안착하여 Test를 돕는 역할 수행
비메모리 부분
 SLK  : Device를 Workpress에 흡착, 가열 상태에서 테스트 수행을 보조하는 제품",C,"설계에서 가공, 조립까지의 One Stop System
COK → MCT가공 → 조립 
Insert → 금형 → 사출 → 조립 
지속적인 연구개발과 품질관리 
최고품질, 최단 납기 확보_ 자 공정 완결
시너지 효과 극대화",C,"설계에서 가공, 조립까지의 One Stop System
정밀가공 사출 능력의 공장 및 설비, 인적자원
Insert의 독점적인 지위 및 품질수준",D,"협력업체 
가공품 생산업체
외주 조립업체
부품 생산업체",C,"재료비(원자재 구입비용, 상품 구입비용)
노무비(급여 및 퇴직연금)
제조경비(전력비, 감가상각비, 복리후생비, 소모공구비, 외주가공비)
판매관리비(각종 세금, 경상개발비, 지급수수료)
영업외(이자비용, 기부금, 잡손실 등)",D
489,아이엠미디어,"국가기관, 공기업, 사기업, 개인사업자",C,"클라이언트의 요구 사항 충족
고객 니즈에 맞춰 제작하는 영상 서비스",D,"네이버 키워드 광고, 인맥, 유튜브",D,고객의 만족도와 신뢰,E,"홍보영상, 유튜브 라이브, 해외 양방향 이원 중계",D,"타 업체 경쟁관계 대중화된 사업은 피하고, 고부가 가치의 양방향 생중계 라이브.",D,"20년 경력의 노하우 현장 에서의 대처 능력, 컨텐츠(영상제작) 제작시 워크플로워 확보(흐름의 이해)",E,"기업 입찰 외주 제작사, 롯데슈퍼, 공터영어, 개인기업 등등",E,"광보 및 홍보비
장비 투자
데모 장비
외주 인건비",D
490,베스띠아㈜,"주거용건물 건설사(민영건설사, SH공사, LH공사, 조달청)
재개발, 재건축관련 조합 및 시행사",C,"친환경소재 목재가구의 품질과 기술력을 바탕으로 한 자연 친화적인 제품 공급.
환경인증마크 획득한 제품의 완벽한시공과 하자처리",D,"공공조달 입찰을 통한 영업
재개발. 재건축조합 및 시행사 영업
민영건설사 전자입찰 및 수의계약 영업
수입가구 전시장을 통한 목표 고객 영업",C,"수입가구 및 국내가구 제품 홍보를 위한 전시장 PR
재건축, 재개발조합등의 목표고객에게 고품질, 고기술 장점 홍보",D,"고부가가치 수입가구 판매수익
국내제작가구의 수출 판매수익
수의계약을 통한 현금 유동성 확대",C,"재개발, 재건축조합의 고급수입가구 설계제안
민영건설사와의 협의를 통한 국내제작가구 해외수출시공제안
KS, 환경마크, 단체표준, 특허권 등 인증으로 외부 공신력확대 영업
국내부자재와 수입부자재(경첩. 힌지 등)의 차별화로 민영건설사 영업확대",C,"특판 가구(주문 제작 가구)해외시장 개척으로 해외시공 및 유지보수관련 노하우 확보
풍부한 유동성보유로 원가경쟁력 우위
친환경마크, 친환경부분 건축주택수상, 우수중소기업 수상 등 외부 공신력 확보",D,"재건축. 재개발조합 및 관련 시행사
민영건설사 원가팀, 외주팀
공공발주처(조달청, LH공사, SH공사)",D,"재료비, 인건비, 시공비, 물류비, 기술개발비, 설비투자비
건물 및 기계 감가상각비
전시장관련 흥보비, 영업비",B
491,에이앤유㈜,"공공발주 : 조달청, LH공사, SH공사, 각 지방정부의 공사, 지자체, 중앙정부 등
시행사 : MDM, 신영, 인창 등 시행사
시공사 : 현대건설, 삼성물산, 대림산업, 대우건설, GS건설, 롯데건설
대기업 : 롯데쇼핑, 신세계, 이마트
재건축 조합, 재개발 조합",B,고객의 요구를 신뢰와 기술력 및 독창적인 디자인으로 차별화된 솔루션을 제공하여 성공적인 사업을 위해 고객과 함께 성장하는 것을 목표로 한다,B,"기존고객을 통한 소개
공공기관에서 공개하는 발주계획
미디어를 통한 정보 취득
인맥을 통한 수주
공공경쟁 수주
홈페이지나 SNS를 통한 의뢰",C,"타켓고객을 방문하여 당사 브로슈어를 통한 홍보
온라인 매체를 통한 홍보
초기고객 요구에 대한 제안서를 작성하여 프리젠테이션을 통한 고객 소통
현상공모 등 경쟁에 참여하여 수주",C,"협상을 통한 수의계약 설계 수수료
공모경쟁을 통한 수주 및 계약 수수료
설계 변경에 의한 변경 계약 수수료",C,"고객의 부동산개발 및 건축사업에 대한 설계 서비스의 제반 업무
정부 및 지자체의 도시계획을 위한 도시 설계 제반 업무
설계 수주를 위한 영업 활동",C,"전문지식과 디자인 능력 그리고 고객과의 친밀성을 갖춘 인적 자원
시장 흐름과 비젼을 갖춘 경영인
다년간 축척 된 경험과 디자인 능력의 지적 재산",D,"공공발주 : 조달청, LH공사, SH공사, 각 지방정부의 공사, 지자체, 중앙정부 등
시행사 : MDM, 신영, 인창 등 시행사
시공사 : 현대건설, 삼성물산, 대림산업, 대우건설, GS건설, 롯데건설
대기업 : 롯데쇼핑, 신세계, 이마트
재건축 조합, 재개발 조합
기계, 전기, 토목 설계 협력 업체",A,"인건비, 사무실 운영비(전기료, 건물 유지비, 장비비, 소프트웨어비, 세금)
프로젝트 운영비(외주비, 물품구입비, 재료비 등)
영업비, 홍보비, 설비투자비",C
492,㈜아이엔아이테크,"산업자원부, 환경부 정부기관",C,"규제 대응에 대한 경험과 법적 이해도
관련 SW의 품질과 오랜 숙성도",E,"환경부, 산업부 R&D를 통한 시범사업",E,"정부 R&D 공동 수행을 통한 시스템 구축 
정부의 규제에 대한 홍보, 세미나를 통한 산업체 지원",D,"R&D 개발비 수령
시스템 유지보수비, 대응지원 인건비",C,유해화학물질 규제 동향 분석 및 기업 대응 지원,E,"유해화학물질의 DB
시스템
전문 개발자",E,"한국생산기술연구원
제품안전원",A,"인건비, 기술개발비, 서버 임대비, 시스템 Tool
전용회선 사용료
사무실 임대료",D
493,㈜지디시스,"가비아
카페24 (인터넷 데이터센터)",C,신뢰와 기술력을 바탕으로 최상의 고객만족 추구,C,"총판 권한을 활용한 채널 활용
자체 영업조직에서 개별 영업",D,고객 담당자 목표고객에게 제안 영업,E,"인터넷데이터센터(IDC) 이용 서비스 요금
IT 전산장비 시스템 구축 및 유지보수",C,"IT 인터넷데이터센터(IDC) 운영
시스템 통합(SI) 공공기관 및 기업 IT인프라 구축 및 유지보수
보안 컨설팅",D,"5년 이상 경력의 시스템/네트워크 기술자
IT 컨설팅 노하우",E,"통신사(LG, KT, SK)
IT 기업(IBM, HP, DELL)
보안업체(AGATE, Watchguard, 안랩)",A,"인건비, 광고비, 영업비
사무실 임대료
데이터서버 운영비",D
494,서진하우징㈜,"LH, SH공사 등
중대형 건설사 등
재건축, 리모델링을 준비중인 건축주",C,"최고의 인재와 기술로 건식 건축 문화를 창조하는 혁신기업
건식 건축 문화를 전파하고, 욕실의 고급화를 선도하며. 건식 욕실의 대중화에 앞장선다.",B,"LH공사, SH공사등 관급공사등에서의 풍부한 공사 경험에 의한 높은 평판
업계 관계자들과의 커뮤니케이션.",D,"기존 욕실 시공 방식과 비교하여 시스템 욕실이 가지고 있는 뛰어난 품질과 공기 단축, 하자 처리 강점을 시행사 및 건설사 제안.
욕실의 경량화, 표준화, 규격화를 통한 빠른 시공성 홍보",E,시스템 욕실을 통한 건설형 공사수익,C,"욕실의 시공 방식은 습식과 건식방식(시스템욕실)으로 나눌 수 있는데, 건식방식(시스템 욕실)이 기존 습식 방식에 비해 다양한 장점을 가지고 있다. 시스템욕실은 시공성이 월등히 좋다. 공장에서 제작 후 현장에서 조립하는 방식으로 시공하며, 적은 인력으로 현장 관리가 용이하고, 경량화로 운반 및 관리가 용이하다. 
하자관리에 있어서도 유닛형태로 되어있기 때문에 보수가 간단하며, 표준화로 인해 균일한 품질 관리가 가능하다.",E,"25년 업력의 노하우
임직원의 맨 파워
지속적인 교육훈련을 통한 임직원의 핵심 역량 성장.",E,"위생도기, 타일 등 제조 메이커
LH공사, SH공사, 주무관청 등 관급공사 주체
민간 건설사군",A,"시스템 욕실시공으로 인한 건설공사원가
건설재료 등 판매로 인한 건설재료 매출원가
비즈니스 유지 및 관리를 위한 판매비와 관리비
임직원 급료 및 퇴직금 등 인건비성 항목
임직원 교육훈련비 등
시스템 욕실 유지 및 관리를 위한 A/S 비용",E
495,윌스너스㈜,"다국적 기업 : 해외에 본점을 두고, 세계 여러 나라에 영업점이 있으며 한국에 진출한 기업
국내 100대 기업 : 리더십 교육이 가능한 많은 스탭 인력을 보유하고 지점,지사 등의 영업망을 갖추고 있는 회사",B,조직원의 역량을 향상하여 조직의 퍼포먼스(성과) 창출에 기여,C,"홈페이지 및 블로그, 카페
고객리스트를 이용한 이메일 마케팅
Naver 키워드 마케팅",C,"고객의 니즈에 적합한 솔루션(교육 컨텐츠) 제안 및 실행
글로벌 스탠다드 콘텐츠의 차별화 요소 적극 홍보
Performance 창출을 주 목적으로 한 Technology 홍보",D,"교육과정 콘텐츠 개발비
역량평가비
세미나 및 워크숍 진행비
고객사의 니즈에 부합한 Customizing 개발을 통한 부가가치 창출",B,"고객의 니즈 파악 : 유선 및 대면
고객의 니즈에 대응한 제안서 작성, 제안 : 콘텐츠 개발, Assessment, 세미나 및 워크숍 진행안
과정 개발 프로젝트 실행
세미나 및 워크숍 실행 및 결과분석 보고서 작성, 제출
강사 수배 및 강사 교육 실시 : 리더십, 세일즈, 개인역량강화 등 교육 참가자용 교재 및 강사용 슬라이드, 기타 교보재 개발",B,"HRD, HRM 전문가 집단  HR전문인력
콘텐츠 : 리더십, 세일즈, 개인역량강화, 조직활성화, CS 등
온라인 역량평가 시스템 : 리더십 역량 및 세일즈 역량",D,"분야별 과목별 전문강사(개인사업자)
교재 디자인 및 제작업체",D,"인건비, 교재제작비, 강사료
사무실임대료, 키워드마케팅비, 세미나진행비
개발비(콘텐츠) 및 감가상각비
복리후생비, 교통비(출장비)",D
496,신한회계법인㈜,"법에 의해 외부감사가 의무화된 일정규모 이상의 주식회사
법률적 의무는 없으나 채권자, 주주, 사업파트너 등의 요구에 의해 감사서비스를 제공받고자 하는 회사
인수, 합병, 구조조정 등을 추진하는 과정에서 전문화된 실사 가치평가 등 재무 자문을 필요로 하는 법인 또는 개인
법인세, 소득세, 국제조세 등 관련 세무조정, 조사대응, 세무플랜 수립 등을 필요로 하는 법인 또는 개인",B,"고객사(주식회사)의 재무제표에 대한 인증(Assurance)을 통한 기업의 투명성 확보 및 대외적 신뢰도 제고
자산실사, 가치평가, 투자유치 등 기업의 재무자문
법인세, 소득세, 국제조세, 지방세 등의 세무자문",C,"상장사의 경우 일정기간 정부에 의한 강제배정
비상장사 등은 대부분 인적네트워크
외부감사법 및 공인회계사 윤리규정에 의해 매체, 인쇄물 등을 통한 마케팅활동은 상당히 제한되며, 인적 네트워크와 법인의 평판에 의존함",D,"외부감사의 경우 기존 네트웍의 지속적 유지 및 확대
재무 및 세무자문의 경우 전문화된 서비스에 대한 제안 설명 및 솔루션 제시
감사서비스의 광고, 홍보활동 등은 금지되며, 감사고객에 대한 접대 모두 금지됨",E,"감사용역, 비감사용역(재무자문, 실사, 가치평가) 및 세무용역 제공을 통한 수수료 수익",D,"지속적인 서비스 품질 제고를 통한 평판 제고
인적 네트워크의 지속적 관리
감사분야_ 감사실패 방지를 의한 체계적인 교육
수준 높은 서비스 제공을 통한 기존고객 이탈 방지",C,"전문인력
사업경험(Credential)
법인의 평판 및 체계화된 조직체계",E,"감사고객 : 현대로템, 넥센 등 100여개 상장사와 일진그룹 등 1,200여개 비상장사",A,"인건비 : 90%
기타비용 : 임차료, 보험료(손해보상), 수수료 등",E
